"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task",school,gender,citystatus,famsize,Pstatus,Mjob,Fjob,schoolsup,famsup
723,GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,2,12,12,14,10,35,16,72,4,no,105,43.925,1,2,2,1,2,3,3,1,1
724,GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,2,4,5,54,11,12,11,5,170,24,115,0,yes,340,180.2,1,1,2,1,2,3,4,2,2
725,GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,2,3,5,6,9,9,10,8,150,28,18,3,yes,750,6.75,1,2,2,1,2,5,3,1,2
726,GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,8,11,11,10,12,36,42,44,8,yes,36,59.76,1,2,2,1,2,5,3,1,1
727,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,no,no,yes,yes,yes,yes,yes,yes,5,2,3,1,3,3,0,11,11,11,14,84,18,66,7,no,252,128.1,1,1,2,1,2,3,3,1,1
728,GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,2,8,8,10,7,3,42,48,3,no,12,3.48,1,2,2,1,2,3,3,2,2
729,GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,1,2,3,12,5,5,5,13,72,48,40,3,yes,216,70.92,1,1,2,1,2,1,3,1,2
730,GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,yes,yes,no,yes,yes,yes,3,2,2,1,3,3,2,10,12,12,12,42,38,110,2,no,84,72.87,1,2,2,1,2,3,4,2,2
731,GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,yes,yes,no,yes,yes,no,5,3,2,1,2,5,4,11,10,11,11,75,42,21,6,no,300,105.75,1,2,2,1,2,3,3,2,1
732,GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,5,10,7,6,6,8,170,44,65,1,no,170,107.1,1,1,2,2,2,4,3,1,2
733,GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,4,15,15,15,6,72,10,30,4,no,360,107.64,1,2,2,2,2,4,4,1,1
734,GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,9,10,10,8,40,28,38,2,no,40,55.8,1,1,2,1,2,3,3,1,2
735,GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,2,no,no,yes,yes,yes,yes,yes,yes,4,4,4,2,3,5,6,7,9,8,12,80,50,64,7,yes,320,22,1,1,2,1,2,4,4,1,1
736,GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,4,1,2,2,4,8,7,6,12,24,28,45,4,no,96,23.16,1,1,2,2,2,1,3,1,2
737,GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,13,14,14,6,6,20,54,1,no,24,2.88,1,1,2,1,2,3,3,1,2
738,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,1,no,no,yes,yes,no,yes,yes,no,4,4,2,1,1,3,12,11,10,10,7,84,36,21,8,yes,84,12.18,1,2,2,1,2,4,3,1,1
739,GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,1,3,3,5,5,18,8,6,7,11,30,20,28,3,no,120,15.45,1,2,2,2,1,5,2,1,2
740,GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,3,4,0,7,7,8,26,168,44,56,1,no,336,57.96,1,1,2,1,2,3,3,1,2
741,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,5,5,1,3,1,4,16,17,18,14,4,32,165,4,no,12,6.56,1,1,2,1,2,4,3,1,1
742,GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,yes,yes,yes,no,no,3,3,3,2,3,2,4,7,6,6,5,40,24,65,0,no,200,31.6,1,1,2,2,2,3,3,2,2
743,GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,1,0,11,10,10,6,4,30,21,1,no,4,3.76,1,1,2,1,2,5,4,1,2
744,GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,6,11,13,14,12,128,30,120,0,no,384,158.08,1,2,2,2,2,4,2,1,2
745,GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,1,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,2,7,10,10,10,40,44,34,4,no,160,32.8,1,1,1,1,2,1,3,2,2
746,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,no,yes,no,yes,yes,no,3,3,3,1,1,4,2,11,15,15,13,60,36,26,2,no,300,73.8,1,2,1,1,2,4,3,2,2
747,GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,no,yes,4,3,5,1,1,5,2,8,9,10,10,150,26,34,1,no,600,66.75,1,1,2,1,2,3,3,1,2
748,GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,6,11,14,14,10,13,30,50,8,yes,65,15.015,1,1,2,1,2,3,3,1,1
749,GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,5,1,1,3,0,7,9,8,12,27,44,64,3,no,135,0.675,1,1,2,1,2,3,1,2,2
750,GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,7,7,5,9,80,38,28,1,yes,400,93.2,1,2,2,1,2,4,4,2,2
751,GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,17,17,14,180,26,132,1,no,720,238.5,1,2,2,1,2,4,5,1,2
752,GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,10,13,14,11,75,44,115,3,no,300,55.125,1,2,2,1,2,4,3,1,2
753,GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,5,1,1,2,26,7,6,6,8,60,26,26,3,yes,240,15.9,1,1,2,1,2,4,3,2,2
754,GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,18,18,5,16,8,136,7,no,48,5.12,1,2,2,1,1,4,3,1,2
755,GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,yes,yes,yes,no,no,4,3,3,1,1,4,10,10,11,11,9,272,16,21,23,yes,272,380.8,1,1,2,1,1,3,2,2,1
756,GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,5,1,2,1,1,3,8,7,8,8,12,132,38,75,2,yes,660,27.06,1,1,2,1,2,3,3,2,2
757,GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,16,18,18,6,30,8,34,4,no,30,24.45,1,2,2,1,2,4,3,1,2
758,GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,10,13,13,20,52,32,23,2,yes,104,85.02,1,2,1,1,2,3,3,1,2
759,GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,4,14,15,16,20,192,30,87,1,no,192,81.6,1,1,2,2,2,2,2,1,2
760,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,6,18,19,19,13,24,22,111,23,no,96,38.52,1,2,2,2,1,5,5,1,1
761,GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,0,7,10,10,6,96,38,51,2,no,384,164.64,1,1,1,1,2,4,3,2,2
762,GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,6,10,13,13,10,130,26,23,8,yes,520,82.55,1,1,2,1,2,1,3,2,1
763,GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,2,1,1,3,10,18,19,19,14,12,10,37,6,no,48,1.26,1,2,2,2,2,5,3,1,1
764,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8,9,9,9,18,100,22,90,7,yes,400,101.5,1,2,1,1,2,2,4,1,1
765,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2,15,15,16,8,90,28,120,3,no,450,99.45,1,2,2,1,2,5,5,1,2
766,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,2,11,13,14,9,4,14,120,4,no,16,2.22,1,2,2,1,2,3,5,1,2
767,GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,13,14,13,9,95,20,108,4,no,380,27.075,1,2,2,1,2,3,4,1,1
768,GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,20,9,7,8,1,40,22,48,2,yes,40,32,1,2,1,1,2,3,3,1,2
769,GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,2,4,6,14,13,13,13,20,24,135,4,yes,60,27.7,1,2,2,1,2,3,3,1,1
770,GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,3,1,2,1,2,16,15,15,8,36,20,31,5,no,72,37.44,1,1,2,1,2,1,4,1,1
771,GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15,8,60,26,120,2,yes,120,40.8,1,2,2,1,2,4,4,1,2
772,GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,13,13,13,12,150,20,130,1,no,600,171,1,1,2,2,2,3,2,1,2
773,GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,14,11,13,11,25,30,100,1,yes,100,27.5,1,2,2,1,2,2,3,1,2
774,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,1,1,5,0,8,7,8,24,130,48,30,8,no,260,213.2,1,1,2,1,2,3,3,1,1
775,GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,yes,yes,yes,yes,no,5,5,5,3,2,5,0,13,13,12,9,30,14,104,8,no,90,33.6,1,2,2,1,2,4,4,2,1
776,GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,7,10,11,12,22,26,51,15,no,88,12.1,1,1,2,2,1,3,3,2,1
777,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,no,yes,no,yes,no,no,no,no,3,4,2,1,1,5,2,7,8,9,4,70,24,60,0,no,350,119,1,1,2,1,2,1,3,1,2
778,GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0,7,4,0,1,72,32,22,1,no,144,85.32,1,2,1,1,2,4,3,1,2
779,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18,13,68,4,72,5,yes,136,104.72,1,2,1,1,2,5,5,1,1
780,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,yes,yes,yes,yes,yes,4,2,2,2,2,5,0,12,0,0,18,195,34,12,4,no,975,161.85,1,1,1,1,2,4,5,1,2
781,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0,6,12,48,32,3,no,36,9.72,1,1,2,1,2,1,3,1,2
782,GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,4,4,1,3,5,12,10,13,12,24,20,38,115,3,no,100,32,1,1,2,2,2,3,3,1,2
783,GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,2,1,1,4,5,16,12,11,11,13,75,16,69,23,yes,375,114.375,1,1,2,1,1,4,3,1,1
784,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0,20,200,20,27,0,no,800,28,1,2,1,1,2,1,5,1,2
785,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,11,0,0,28,195,36,33,4,no,975,118.95,1,1,2,1,2,4,1,1,2
786,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0,6,180,24,40,4,no,900,323.1,1,2,1,1,2,1,3,1,1
787,GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0,16,95,38,16,15,no,475,52.25,1,1,2,1,1,3,3,1,2
788,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,yes,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12,8,130,10,130,6,no,130,127.4,1,2,2,2,2,4,3,1,1
789,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15,8,65,8,128,7,no,325,76.05,1,1,2,1,2,5,5,1,1
790,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,2,1,1,3,0,7,9,0,12,216,38,16,4,no,216,42.12,1,2,2,1,2,5,4,2,2
791,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9,5,32,28,72,3,no,96,12.8,1,2,2,2,2,4,4,1,2
792,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11,7,60,46,40,0,no,300,95.1,1,1,2,1,2,5,4,1,2
793,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13,6,4,24,56,4,no,12,4.92,1,1,2,2,2,1,1,1,1
794,GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,2,5,0,5,0,0,4,15,30,10,0,no,30,9.825,1,2,2,1,2,3,3,1,2
795,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11,10,170,24,38,3,no,850,293.25,1,1,2,1,2,3,4,1,2
796,GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,yes,yes,yes,yes,no,3,3,2,1,1,3,0,6,7,0,4,114,46,65,0,no,228,99.75,1,1,2,1,2,2,4,1,2
797,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11,5,190,38,42,0,no,190,320.15,1,1,2,1,2,1,3,1,2
798,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0,16,100,26,13,4,no,100,32.5,1,2,2,1,2,5,5,1,2
799,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,yes,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10,1,55,48,34,19,no,110,94.05,1,2,2,2,1,4,3,1,1
800,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,yes,yes,no,yes,yes,2,3,5,2,5,4,0,6,5,0,0,68,46,55,8,no,340,91.46,1,2,2,2,2,3,3,1,1
801,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14,14,45,20,25,4,no,135,72.225,1,2,2,2,2,1,3,1,1
802,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10,4,144,26,40,4,yes,144,150.48,1,1,1,1,2,4,4,1,2
803,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,5,0,0,4,20,42,15,0,no,20,32.2,1,2,2,1,2,4,1,1,2
804,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,yes,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12,10,56,20,22,0,no,280,68.6,1,1,2,1,2,3,5,2,2
805,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8,12,22,22,38,7,no,88,34.32,1,2,1,1,2,1,4,2,1
806,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13,5,15,10,84,7,no,15,23.625,1,2,1,2,2,3,3,1,1
807,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10,4,28,22,34,3,yes,28,48.02,1,1,1,1,2,1,3,1,2
808,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,yes,no,yes,no,no,4,2,2,1,2,3,2,17,15,15,3,54,10,64,5,no,162,12.96,1,2,1,1,2,1,3,1,1
809,GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12,18,20,32,110,3,no,60,11.2,1,2,2,1,2,3,4,1,2
810,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0,10,85,50,26,6,no,170,105.825,1,2,1,2,2,1,3,1,1
811,GP,M,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,yes,yes,yes,yes,yes,4,4,4,1,4,3,6,5,9,7,16,96,36,42,2,yes,384,61.92,1,2,1,1,2,3,3,2,2
812,GP,M,16,U,LE3,T,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,7,0,0,7,45,26,28,5,no,90,29.025,1,2,2,2,2,3,3,1,1
813,GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,yes,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10,3,18,38,100,5,no,36,1.26,1,2,2,1,2,1,4,1,1
814,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,4,110,30,65,5,no,220,188.65,1,2,1,2,2,3,4,1,1
815,GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12,12,40,14,69,3,yes,40,34.6,1,2,2,1,2,4,4,1,2
816,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,yes,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10,7,32,26,40,6,no,64,2.08,1,2,2,1,2,3,3,1,1
817,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,12,54,30,116,5,no,216,44.01,1,1,2,1,2,2,4,1,1
818,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0,11,136,46,65,1,no,680,107.44,1,1,2,1,2,3,3,1,2
819,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,10,42,12,56,4,no,168,30.03,1,1,2,1,2,2,2,1,2
820,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0,11,10,52,33,3,no,50,10.05,1,2,2,1,2,3,3,1,2
821,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,22,60,38,140,1,no,300,90.6,1,2,2,1,2,3,3,1,2
822,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,10,100,20,96,1,no,200,11.5,1,2,2,2,2,5,3,1,2
823,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,2,6,48,30,4,no,6,2.58,1,1,2,1,2,1,4,1,1
824,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,7,48,38,21,1,no,48,51.6,1,1,2,2,2,3,3,1,2
825,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,12,8,44,76,8,no,24,12.84,1,2,2,2,2,5,3,1,1
826,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,3,20,26,78,6,no,40,15.9,1,1,2,1,2,4,3,1,1
827,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,12,72,34,33,5,no,288,33.12,1,2,2,1,2,3,3,1,1
828,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,10,57,32,90,3,yes,228,72.675,1,2,1,1,2,5,4,1,2
829,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,10,4,38,100,3,no,8,1.86,1,2,2,1,2,3,3,1,2
830,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,5,24,40,51,1,yes,96,31.44,1,2,2,1,2,5,3,1,2
831,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,16,96,16,125,8,no,96,31.2,1,2,2,1,2,4,3,1,1
832,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,4,190,12,33,2,no,760,40.85,1,1,2,1,2,4,4,1,2
833,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,12,32,34,18,0,no,160,35.04,1,1,2,2,2,3,3,1,2
834,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,7,20,40,100,4,yes,60,23.5,1,1,2,1,2,3,3,1,2
835,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,24,80,34,120,1,yes,160,9.6,1,2,2,1,2,4,4,1,2
836,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,4,9,18,69,4,no,27,15.075,1,2,2,1,2,4,4,1,2
837,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,16,130,28,120,8,no,520,208,1,2,2,2,2,3,3,1,1
838,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,10,84,36,15,15,yes,168,120.54,1,1,2,1,1,2,3,1,2
839,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,yes,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,2,96,22,34,8,no,480,150.72,1,2,1,1,2,1,3,1,1
840,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,10,20,36,115,6,yes,40,35.6,1,1,2,1,2,4,4,1,1
841,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,10,36,36,16,4,no,36,30.6,1,1,2,1,2,1,4,1,1
842,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,5,60,32,60,6,yes,240,54.6,1,2,2,1,2,1,4,1,1
